dataset,x,y
1,39.50578908,74.85162722
1,62.51689085,66.48473224
1,72.13992541,0.015119325
1,45.25157607,70.00342132
1,42.06330456,2.335196612
1,36.35569515,6.00584865
1,30.39182766,42.75961287
1,36.44900385,50.54626907
1,40.467576,60.02751209
1,81.7246168,6.037544846
1,48.8231975,76.63533058
1,35.62056177,57.28601558
1,50.58396311,71.8066161
1,61.85646511,71.79274316
1,39.32375603,59.30081967
1,42.18567914,66.03489782
1,30.84691899,37.3416401
1,29.34620043,42.14874183
1,82.11055798,1.210551663
1,38.30200581,60.01778579
1,56.58415302,70.51251481
1,33.33937429,0.509106735
1,78.77423904,35.48410121
1,27.92264424,25.98687818
1,71.69786512,10.86814451
1,74.13833139,49.17391898
1,32.57902007,1.808115597
1,59.83218542,69.15250814
1,35.03062855,12.53664934
1,74.30011983,42.47709459
1,63.25019706,65.9524862
1,34.17307376,25.69367431
1,40.91383193,38.55901955
1,62.83329309,62.51089423
1,42.47679238,56.73128997
1,52.03345628,64.56666203
1,48.90704296,74.28774883
1,59.85183839,72.95839097
1,48.9604602,72.62952573
1,46.84485517,36.79171369
1,39.96302158,42.94491485
1,66.704944,32.01509543
2,47.69520089,95.24118693
2,44.60997591,93.07583503
2,43.85638148,94.08587177
2,41.5789294,90.30356654
2,49.17741856,96.61053245
2,42.65225098,90.56063973
2,30.12333182,81.14429533
2,31.91551999,79.79041349
2,27.88771936,75.44557599
2,27.54823445,75.16475905
2,20.20977816,67.5166421
2,24.44345283,54.47365512
2,24.63083013,53.3957389
2,21.0379689,49.82929965
2,27.10624293,54.71955315
2,28.08961766,60.51221255
2,31.13573492,61.43191271
2,37.70083752,68.41840528
2,43.3926884,43.59759407
2,51.26239748,49.66650513
2,43.28671292,43.05686032
2,55.90591623,54.25267253
2,50.19895895,52.22502959
2,55.76158737,54.03051724
2,58.32313965,60.03105916
2,70.17145753,70.28222124
2,60.60027647,59.75330888
2,63.76027502,61.18564117
2,54.38949526,53.81190123
2,55.24129699,52.59357463
2,49.07012675,48.89694468
2,46.01811902,46.25772337
2,44.75958744,41.97460661
2,51.60062413,50.03246689
2,36.46588202,35.52418761
2,33.39479873,35.01680131
2,37.58007157,38.8315722
2,36.61972206,36.81141411
2,36.16346644,33.8193142
2,33.16775703,31.24774117
2,42.64498293,40.15432164
2,47.22502527,44.57564662
2,48.392363,50.33152856
2,27.2451932,29.81950745
2,30.40431434,29.07953992
2,30.08079929,27.58802552
2,33.98063397,35.03305815
2,34.25061176,34.44158657
2,51.14118357,20.61832378
2,49.89959207,19.56408354
2,55.58987734,26.29924511
2,55.48205636,22.82746624
2,63.57293938,32.93861761
2,59.02507708,28.32208588
2,62.42377859,33.48659529
2,47.8499077,48.55662465
2,52.26856168,52.8052402
2,68.85102158,39.57343427
2,65.67639603,35.10931543
2,77.74688511,47.37182411
2,80.35293412,47.80029889
2,60.33758649,63.03495933
2,61.65872333,64.10002348
2,71.54503899,72.65771633
2,49.04095664,77.36258327
2,51.88688802,80.11360769
2,57.96898144,85.35604573
2,54.85566465,83.78339767
2,54.13319546,83.79399608
2,51.30882526,80.13639116
2,61.12039438,88.70405291
2,55.56386503,85.81037514
2,55.04412336,83.54141063
2,50.44418532,78.19588831
2,43.827709,71.04705221
2,37.79143238,66.85464103
2,29.29278311,59.79199693
2,32.19209695,60.20065091
2,51.43393552,99.25686729
2,67.46413981,95.99996391
2,65.15070528,92.50263374
2,65.5834277,93.51706094
2,69.28897314,99.57959113
2,81.26944055,80.63594493
2,78.57574484,76.81570309
2,74.1867735,74.34420415
2,72.62220941,74.52696565
2,75.14151959,73.81966846
2,75.16866784,73.90044488
2,85.32420289,55.38857883
2,84.0905076,56.30196801
2,86.25622382,55.83093038
2,92.54879332,42.90190791
2,90.34263451,37.7803861
2,85.8191629,37.57138618
2,90.44181811,40.13311342
2,92.01755908,39.91793113
2,95.26052784,46.00883027
2,41.2902998,42.31155241
2,66.43132432,36.53610974
2,63.98634689,32.71343161
2,61.26968209,29.38572405
2,60.74938919,28.05173634
2,64.65523056,16.61227651
2,68.63828071,18.5080129
2,65.77666516,16.78765607
2,71.13412634,19.38595753
2,63.7231835,14.5214212
2,73.00149407,24.07381254
2,72.4366575,20.57834511
2,68.41276712,19.91312654
2,52.85831502,20.235061
2,53.52995267,24.24191558
2,50.75974105,18.0893946
2,42.53480844,10.16986846
2,41.53039785,13.39629075
2,46.71451799,15.61327447
2,48.45061765,16.21227822
2,59.63261012,7.058037199
2,61.61856825,13.41082272
2,48.83398913,17.72595587
2,45.34265319,13.90881239
2,42.41501229,11.6937811
2,58.93476506,9.369201219
2,60.68362604,10.63264156
2,54.81179837,6.569648703
2,61.58684243,11.02758584
2,59.71600776,11.51909686
2,58.41638401,5.645777483
2,59.24380953,10.54014209
2,56.59436464,8.917344045
2,68.49251322,17.98736343
2,65.00594317,15.91266865
2,63.92103671,15.62096103
2,53.51297054,5.875109528
2,57.83280627,9.222384623
2,31.03291744,28.92814189
2,31.33324409,32.53856948
2,86.40154985,38.74693317
2,47.44211164,98.18430186
2,46.26474134,94.11619216
2,40.16381574,87.44867235
3,52.87202149,97.34322266
3,59.01414449,93.57487487
3,56.37510904,96.30514763
3,37.83919968,94.3594435
3,39.88537342,90.63466208
3,44.07740513,84.1258533
3,31.49702549,67.91256216
3,25.95259655,73.03318035
3,36.43472391,62.29404546
3,24.99748269,75.44156166
3,32.24627514,70.11058684
3,18.10947229,53.70811033
3,21.79609923,49.49952952
3,24.15049107,47.18853353
3,28.6031956,44.2237227
3,20.93199968,51.64623549
3,35.43553253,34.96103816
3,44.37738282,57.68473692
3,46.31369241,55.68559177
3,46.38607392,51.00216454
3,42.49544009,56.90368153
3,44.30051503,58.13295928
3,46.98828335,55.42063673
3,52.42152316,47.86700549
3,64.09099819,68.65098501
3,63.01687176,68.22525891
3,67.30257792,64.41346272
3,67.22595689,62.47641053
3,50.30998872,47.26788186
3,45.41263892,53.87079769
3,54.02060718,47.26989721
3,49.84202225,50.57655229
3,50.71329957,48.77228678
3,55.04555491,45.98627275
3,37.54370126,32.88402447
3,39.79589781,28.44321912
3,28.52339102,39.79666625
3,31.399646,39.26526322
3,39.24156522,33.36141668
3,27.71405657,42.25005163
3,32.96070352,35.82311129
3,35.40473624,31.9391622
3,51.64222642,50.83834068
3,34.20762084,33.59380544
3,36.52348922,35.67104839
3,28.41920213,21.31574825
3,26.16049694,23.04223147
3,40.4353274,27.64007114
3,44.54495531,27.36224262
3,40.1237272,30.07316194
3,42.18480645,28.57367473
3,40.00265929,27.48751
3,57.12523105,42.73901914
3,60.37574497,41.356458
3,55.10589613,46.14905106
3,61.73727102,38.58484401
3,55.74124432,46.65357698
3,58.29640842,41.58319773
3,57.04254822,42.41875774
3,76.77561121,55.2545987
3,71.88707726,59.26699262
3,73.78837307,58.62081212
3,75.13968473,54.24455218
3,64.59631891,65.95251293
3,46.90953863,85.60226116
3,46.9051032,81.56564241
3,49.80698774,82.08502559
3,48.86324182,83.15835749
3,66.7481899,84.00483417
3,62.35976628,90.24365992
3,47.3748965,83.47155552
3,47.44646672,82.62212401
3,53.38528063,78.87113626
3,49.45270777,79.9306028
3,54.80268254,75.36398499
3,37.08824513,60.8572275
3,32.37596192,68.51082046
3,37.47701388,63.78868557
3,52.4066489,96.42541501
3,50.29704327,99.64417917
3,61.56332438,89.86413886
3,61.08656039,89.22435565
3,59.2364904,91.48110058
3,66.15400509,84.11193703
3,67.23133478,85.05564081
3,73.70990687,78.2706109
3,76.58045136,72.89153368
3,78.87658116,71.56252768
3,77.44900214,72.44730949
3,86.85370735,65.54332402
3,79.8065313,52.72317979
3,76.98827347,54.2027848
3,79.4793575,49.14101545
3,82.30415956,46.99090362
3,90.70069125,41.46670301
3,95.44348781,36.18970161
3,94.99748805,35.09530111
3,91.51784725,36.89026313
3,62.29264219,40.02953331
3,59.20347561,41.27067767
3,65.25639277,32.85410412
3,62.4447425,35.41499923
3,72.46240629,27.62426383
3,69.91942626,29.31109272
3,77.76285908,23.49137356
3,72.7784102,26.90053537
3,65.19831667,33.02717179
3,69.45985889,30.19703151
3,59.31505552,12.35431367
3,51.48771336,20.84361069
3,57.11244755,15.32178517
3,50.22441782,19.17096988
3,50.43386119,18.53487085
3,56.3803054,14.78845971
3,54.8635046,14.00961192
3,45.49985765,3.985426293
3,49.93674531,21.59009692
3,53.80987292,17.76641445
3,59.85267828,9.039949921
3,48.17565679,19.52121535
3,50.74171907,17.83840561
3,58.4597613,14.14866285
3,50.11459752,1.741461713
3,45.42038208,5.372408995
3,51.3532682,0.303872421
3,53.09170442,19.29003045
3,58.94316654,11.61287779
3,59.31099042,10.57213637
3,68.22219866,1.133880366
3,62.51177199,7.491232483
3,69.38005636,1.488132333
3,82.80024787,18.52937624
3,85.16033218,15.01836954
3,67.0958477,0.601490942
3,62.30775057,5.749974719
3,59.97041505,7.913310474
3,39.91163517,32.14402261
3,39.59650098,32.13613173
3,95.5934164,33.2341294
3,52.77228811,99.61347168
3,53.17861445,98.60386119
3,37.62705346,93.06067295
4,58.21360826,91.88189151
4,58.19605369,92.21498865
4,58.71823072,90.31053209
4,57.27837287,89.90760672
4,58.08202049,92.00814501
4,57.48944777,88.08528556
4,28.08874132,63.51079443
4,28.08546821,63.59019695
4,28.08727305,63.12328281
4,27.57802522,62.82103866
4,27.77991911,63.51814752
4,28.58899981,63.02408057
4,28.7391415,62.72086389
4,27.02460324,62.90185886
4,28.8013367,63.38904039
4,27.18646384,63.55872965
4,29.2851466,63.38360583
4,39.4029453,51.1508572
4,28.81132844,61.35785406
4,34.30395791,56.54212591
4,29.60276098,60.15734672
4,49.11615686,63.66000062
4,39.61754583,62.92518796
4,43.23308466,63.16521872
4,64.89278794,65.81417676
4,62.49014932,74.58428961
4,68.98808443,63.23214731
4,62.10561863,75.99087076
4,32.46184674,62.88190292
4,41.32720065,49.07025127
4,44.00714993,46.44967378
4,44.07406069,34.55320389
4,44.00131524,33.90420735
4,45.00630045,38.29901955
4,44.44384061,36.0190833
4,42.1787134,26.49211948
4,44.04456562,35.66223828
4,41.64045402,27.09309542
4,41.93833001,24.99152298
4,44.05392751,33.55639249
4,39.20671933,51.5337157
4,28.70444923,61.7775254
4,31.7086629,58.83775437
4,42.81171147,30.02044842
4,43.30061489,31.5264262
4,40.39863291,16.34700838
4,40.43569158,20.23267068
4,40.93654667,16.91300484
4,39.66157367,15.60935558
4,40.89925918,20.79852895
4,41.96861683,26.4970726
4,40.38340582,21.39122552
4,56.53812645,32.44424547
4,52.97069128,29.04019669
4,54.62095259,30.34452445
4,65.09904439,27.24155756
4,63.05599091,29.70909567
4,70.96013623,41.25950129
4,69.89581924,43.45375927
4,70.59589286,41.96474387
4,69.64702143,44.04444502
4,77.39298249,63.37145906
4,64.40078719,67.44871845
4,63.86895983,70.21373883
4,56.59442132,86.92700622
4,56.53133729,87.49981107
4,59.65215837,87.80946159
4,56.6365087,85.63749556
4,58.672288,90.07716031
4,58.22161273,90.41101877
4,57.91466448,89.95380277
4,55.31550906,80.25186069
4,54.57572859,77.53628847
4,54.41309365,78.22908659
4,55.0745059,79.81754642
4,29.43296052,60.80177654
4,29.42268607,63.06846482
4,29.00561416,63.39075133
4,58.46183859,90.26532639
4,57.99780474,92.15990861
4,57.54947408,90.74890656
4,59.52992846,88.32727415
4,58.24939106,92.12968148
4,58.02451401,91.69442117
4,58.38212449,90.55347607
4,62.56675904,77.74393476
4,72.17582431,63.12892942
4,79.47276157,63.40868612
4,80.35770088,63.29543754
4,78.75723614,53.33262001
4,82.54023959,56.54105229
4,86.43589719,59.79276181
4,79.48868442,53.65167426
4,81.53042032,56.02536457
4,79.18678857,53.23479185
4,77.89905795,51.82245833
4,75.13071421,23.37244197
4,76.05801375,16.38374969
4,57.61467439,33.82244765
4,56.17139753,32.11798877
4,66.2878906,26.11710975
4,67.88171962,24.23601841
4,64.0280813,27.67268551
4,77.49665175,14.94852356
4,77.63465176,14.46185393
4,77.86372643,14.61067765
4,77.33815817,15.89005466
4,76.18041653,15.91257375
4,77.25265109,15.15151702
4,77.41337528,15.22192798
4,76.7318494,16.21684614
4,49.47110541,25.06301931
4,42.47653994,18.33847356
4,43.59511586,19.99420098
4,50.33996967,26.47139661
4,40.74898026,16.18214166
4,38.38652558,14.58021515
4,38.40401521,14.45194845
4,38.76427889,14.36559047
4,41.47014233,17.27803344
4,47.15540481,22.37793253
4,39.58256675,17.64845284
4,41.74024382,17.82932431
4,39.31187189,15.64071697
4,41.67984769,17.74591901
4,39.08746445,15.12230394
4,41.48150286,18.04743744
4,77.60608655,15.16287254
4,75.98266152,16.30692238
4,76.94575724,15.85847833
4,77.54372007,15.25394915
4,77.58473984,15.83003939
4,76.82230426,15.59516532
4,77.34857166,15.77452924
4,77.57315269,14.78064583
4,77.97261068,14.95569875
4,41.52891976,24.91642519
4,43.7225508,19.0773278
4,79.32607818,52.90039129
4,56.66397408,87.94012501
4,57.82178923,90.69316655
4,58.2431719,92.10432787
5,50.48150817,93.22270137
5,50.28240567,97.60998357
5,50.18670334,99.69468014
5,50.32691086,90.02205349
5,50.45620733,89.98741013
5,30.46484693,82.08923208
5,30.50159647,82.30712635
5,30.48956923,77.72988014
5,30.45024833,79.8348944
5,30.5183948,68.25258294
5,30.51166121,66.09371818
5,30.49807771,62.38498503
5,30.62022775,60.86008215
5,30.49218542,55.87891689
5,30.47463433,52.32215964
5,30.50099808,48.06969968
5,30.49442136,45.77347553
5,30.49954455,49.38209975
5,50.14439298,47.01428364
5,49.91289859,55.58783891
5,50.33742749,57.95531428
5,50.4189792,60.52491173
5,50.20525897,57.92421717
5,50.43531516,56.43932247
5,69.5057889,59.28492483
5,69.53407098,64.89297733
5,69.51010693,61.32962443
5,69.52632289,56.99527913
5,49.94723996,48.22957673
5,50.06310413,58.08503756
5,50.48990237,39.20541197
5,49.68886384,42.01851441
5,50.33348111,43.58867148
5,50.44675142,57.23058894
5,50.4209092,43.3479569
5,50.37405205,32.91824062
5,30.47682991,39.42460559
5,30.50347435,38.34855614
5,30.50483493,28.77148799
5,30.46221846,32.75047203
5,30.49130262,43.56137408
5,30.44965384,44.995123
5,30.48599422,47.34794647
5,30.50207679,36.44121292
5,30.47805889,28.02058049
5,30.50116088,38.31413856
5,30.50477302,26.41662567
5,30.50911533,22.82554712
5,50.11563217,16.69400655
5,50.44830134,21.64025646
5,50.17317743,29.17786439
5,49.92274192,38.44047291
5,50.31129937,26.86048827
5,50.39940961,38.96383892
5,50.33736264,40.91338614
5,50.2023181,47.212948
5,50.27493261,49.62349934
5,69.49438031,52.61241071
5,69.51933976,47.38453371
5,69.52918261,57.84126668
5,69.4957555,58.78507316
5,69.19905771,60.41895732
5,69.55109144,58.40109827
5,69.50668432,68.08446679
5,50.44411755,75.01329951
5,50.46722938,90.28146451
5,50.21088198,80.94177171
5,50.20540696,90.6405359
5,50.43829066,92.35476027
5,50.37351885,82.21920572
5,50.25368369,81.74382872
5,50.25047086,71.95138521
5,50.08705836,73.95187363
5,50.23107188,80.64738706
5,50.20774112,73.11450352
5,30.49950617,53.61252767
5,30.52036124,65.10040907
5,30.45495589,63.50177878
5,50.41647723,97.26969196
5,69.52506938,93.59805021
5,69.5202566,97.19387602
5,69.49897007,92.12048993
5,69.52861566,91.62208824
5,69.49976693,84.47968329
5,69.50380137,81.81540562
5,69.4875894,81.83598756
5,69.51911573,71.11596722
5,69.50437629,70.49344382
5,69.51257301,61.49756395
5,89.49420056,62.23432697
5,89.50012405,53.21633062
5,89.49024625,48.89079655
5,89.49778562,46.62990667
5,89.50485113,48.42340816
5,89.50105265,43.3473437
5,89.48884125,40.62509122
5,89.50162353,45.81517919
5,89.49752966,33.90137267
5,50.43909202,37.6707718
5,50.17985013,36.80755934
5,69.50507067,33.7401525
5,69.57986705,21.93523675
5,69.50647195,22.72866287
5,69.49947887,16.33746998
5,69.50026475,27.13602399
5,69.50415652,23.6689181
5,69.53227958,21.85090082
5,69.50011149,11.79162601
5,69.50481542,15.61435826
5,69.50347452,17.16908977
5,50.37740199,16.50601506
5,50.33942548,18.72345069
5,50.0936501,11.60771342
5,49.93412717,22.25613974
5,50.28881861,13.43641047
5,50.28799443,12.87228221
5,50.2347207,20.40447292
5,50.27970164,15.60873757
5,50.25300672,11.30208425
5,50.47414112,12.46199667
5,50.10843997,18.25904434
5,49.91905825,3.716853886
5,50.08366451,10.2358819
5,50.35226084,12.46860053
5,50.49757224,7.409625234
5,50.01630583,16.25368479
5,50.46822122,13.35670246
5,69.55067898,9.032987569
5,69.51867275,15.18048643
5,69.50345741,16.87831327
5,69.49948683,10.20782668
5,69.52752968,9.992296666
5,69.51909526,11.4226857
5,69.56189943,15.99980379
5,69.50104452,5.955833539
5,69.52463598,2.73476017
5,30.49959371,26.08556157
5,30.48739171,19.77947037
5,89.50018047,31.97891744
5,50.41027163,98.62836944
5,50.32592439,94.99463085
5,50.1040315,95.08853802
6,53.36656687,90.20803001
6,52.80197936,90.08806451
6,47.05412988,90.45893603
6,42.44843378,89.50770012
6,42.70403632,90.44262886
6,32.37893863,90.14414263
6,32.53070274,70.15739651
6,33.36526443,70.45933544
6,32.65609918,70.0510705
6,22.95509327,70.42689515
6,27.14984363,70.21080584
6,26.16690928,70.50031512
6,26.33145708,50.49455653
6,22.00370914,50.49944012
6,23.28474798,50.47435283
6,27.63403839,50.50366686
6,32.037108,50.50006612
6,29.33651065,50.46189397
6,40.81695313,50.4877602
6,42.73907512,50.48315599
6,51.86789377,50.49327326
6,43.37100189,50.50083732
6,53.0427983,50.48750387
6,56.6189103,50.50337402
6,70.56828982,50.49623612
6,67.87088729,70.06802613
6,58.82154659,70.45578175
6,60.18692784,70.48355125
6,59.43551748,50.42063261
6,49.58584348,50.43498138
6,41.77974178,50.47064228
6,46.12768634,30.44941078
6,38.03378377,50.49089952
6,44.54684128,50.41591338
6,46.2381176,30.49561294
6,49.73974533,30.47272489
6,39.11025189,30.47869518
6,39.14283779,30.79285594
6,34.62547027,30.49974103
6,34.75420747,30.495865
6,36.75370024,50.5293043
6,37.01935129,50.4926667
6,41.41711528,50.46977342
6,22.81710748,30.43604034
6,34.80070146,30.49793139
6,27.8918898,30.48497026
6,32.87063916,30.50234175
6,37.79404941,30.49263834
6,35.6673163,30.52203505
6,48.4422995,30.50172278
6,58.66937326,30.50683789
6,47.91695544,30.48672575
6,51.89416639,30.49475568
6,51.74908916,30.47299334
6,58.246553,50.44287449
6,57.31069687,50.48251329
6,67.96804811,50.45215891
6,65.94931927,50.49424079
6,55.74709281,50.4789748
6,68.40301004,50.49862723
6,76.69646563,50.49383056
6,67.21483712,70.26002844
6,72.30200573,70.22043738
6,66.76325739,70.47386171
6,51.68030044,89.99702755
6,53.09655736,89.54024371
6,42.24229294,89.70857859
6,56.23387566,89.63530816
6,54.68098658,89.96459946
6,57.90268661,89.61840173
6,51.82026255,89.8341304
6,56.82839534,89.58366473
6,58.27227859,69.90027296
6,51.82812745,70.35264921
6,44.84998426,70.39520297
6,24.27038239,50.48556769
6,34.74247144,70.33993489
6,37.79931493,70.46953588
6,49.78694106,89.65804699
6,59.75149741,89.73193252
6,64.77479924,90.13231674
6,70.8444476,89.92420902
6,70.60594551,90.04206196
6,78.64248839,89.55120323
6,70.81069225,89.59265401
6,66.76994662,70.42337521
6,73.33636816,70.31692717
6,73.10514816,70.30051188
6,74.67825414,70.44531419
6,80.24025095,70.35430896
6,70.94684907,50.47270179
6,88.66266381,50.45532602
6,84.40595283,50.49486589
6,75.98710471,50.49196696
6,91.11208542,50.48938939
6,98.28812327,30.60391937
6,95.06527484,30.50040287
6,95.24923396,30.45945421
6,49.65612629,50.43131987
6,63.01860093,30.49258193
6,70.5382006,30.48355825
6,70.08686977,30.51004482
6,62.68569044,30.54642456
6,69.23941796,30.50600524
6,80.40023368,30.48500637
6,74.64787823,30.67386286
6,65.99527272,30.47502419
6,67.088559,30.49452395
6,59.85257703,10.54318778
6,53.74899007,10.52257453
6,58.23909552,10.49489903
6,54.8103005,10.72492928
6,52.97671232,10.85949028
6,52.20389393,10.49563692
6,50.74516224,10.52490557
6,42.71319362,10.48754724
6,45.31722551,10.49587339
6,53.11691504,10.5068606
6,57.04980182,10.50813694
6,54.85463095,10.46391519
6,54.92484256,10.49833194
6,63.30955403,10.48881424
6,49.74949841,10.48580291
6,41.16931042,10.49730024
6,46.6883405,10.50753214
6,52.41892192,10.49590636
6,50.87848838,10.50308987
6,57.05330614,10.51406924
6,70.78645116,10.51369504
6,56.77214957,10.50327235
6,75.47722202,10.51856804
6,76.76591215,10.49699906
6,77.62104913,10.49587423
6,65.41448705,10.68184013
6,69.9647805,10.50723293
6,64.96973826,10.48215951
6,38.05024078,30.40794603
6,42.22412022,30.49803716
6,87.69846429,50.48993653
6,52.36033107,89.70431701
6,51.40678679,89.71213855
6,43.58846847,89.74553655
7,57.61323355,83.9051708
7,51.27439182,82.81798294
7,50.75389841,76.75412895
7,37.02118401,81.95447
7,42.88175509,80.18477005
7,37.15571048,84.95411141
7,38.73185813,83.78935643
7,31.00052541,82.5794806
7,25.98549962,74.34938755
7,23.71456629,75.09804908
7,23.07731951,71.72053967
7,24.93913687,72.58028581
7,17.89349871,71.10968734
7,23.67308186,64.87083914
7,23.74907191,63.5571719
7,32.21517863,65.60095802
7,29.43684125,67.55452811
7,40.0500952,71.88903357
7,37.57479502,69.98874444
7,49.31046863,67.16876032
7,47.34801855,72.59161154
7,50.15741443,71.16172582
7,58.21000827,68.04453807
7,56.60890766,70.40894609
7,52.83382053,72.55188627
7,61.81858546,76.11282402
7,61.72763341,77.06923841
7,62.19225208,76.15681921
7,58.11876586,73.11896147
7,58.27041238,35.59689504
7,59.76653031,32.6212516
7,52.53553472,27.17412294
7,50.89252158,29.14528394
7,49.96755118,28.46020333
7,51.34788323,27.36426023
7,37.55511629,24.53766384
7,39.19959418,23.68049566
7,36.3827222,25.23800523
7,41.10069438,26.55261322
7,28.21781182,28.28029248
7,33.79707204,28.69975074
7,43.91938731,27.79784459
7,44.41640111,28.94769233
7,28.03760277,26.80382436
7,31.68957613,26.66640021
7,27.27961285,19.25728097
7,31.22187836,26.44085578
7,33.5458051,20.0807081
7,39.73633061,23.49480698
7,42.84184265,20.33390044
7,47.09372989,26.99347063
7,51.45365835,26.02294175
7,49.36770682,22.0055807
7,48.25348097,29.27085553
7,61.00295976,30.01531443
7,60.8065608,27.86831349
7,59.06742702,26.78828402
7,61.41463372,31.03937506
7,68.93436947,31.61989309
7,63.06524386,34.23574659
7,72.27252287,67.64444379
7,75.35988197,75.42161458
7,72.83362587,72.11469381
7,70.81041484,79.35046183
7,45.80193476,81.65826775
7,45.83502017,82.74259199
7,40.07880645,80.24718526
7,51.9829247,82.20438347
7,57.33790605,84.99951887
7,62.33623276,83.2465679
7,58.50591009,81.74558634
7,56.24793514,83.51394949
7,55.40652083,80.26667197
7,53.28396884,84.26359922
7,44.67676155,80.23828555
7,30.01126425,68.14675637
7,29.74525392,74.40452683
7,37.30994835,72.5861552
7,61.13594691,82.53756936
7,61.72061919,85.70569345
7,63.60937986,83.36002884
7,70.72371623,87.15220752
7,75.00639264,82.42583516
7,75.09254978,83.43739071
7,70.32792918,82.0293547
7,70.86333083,79.40817475
7,75.77990482,79.88619942
7,78.09365907,77.75955818
7,76.74576122,71.97336009
7,78.46460344,69.74930082
7,76.74568485,70.04405726
7,85.16168219,65.51240471
7,91.80835257,34.96559448
7,91.88744859,34.76925386
7,92.24840166,32.37715443
7,91.78253274,34.38429465
7,96.08051937,28.0536005
7,92.24789883,28.07075149
7,57.66227662,24.06060793
7,59.84692489,26.17771249
7,64.06709621,27.77650056
7,60.9815014,23.93429816
7,59.96705791,26.80258322
7,62.70745411,21.99550858
7,69.1952352,22.70979217
7,65.59236265,20.6941731
7,64.61709853,22.44314555
7,59.19115913,17.76790181
7,55.83963137,21.61856967
7,59.00075862,21.17100749
7,56.45937113,25.14456421
7,52.35810536,19.41705412
7,51.81166378,17.0334946
7,54.22284562,19.50366554
7,49.0187554,23.48927402
7,35.6535812,17.51450806
7,46.96578576,16.78920162
7,49.58423926,16.75791601
7,51.85629997,21.96908401
7,55.95288863,16.7897576
7,51.66378626,19.9251252
7,45.85966932,17.12890368
7,39.74037952,18.74105141
7,52.81122164,17.85498812
7,56.78910436,17.30611552
7,54.11453178,17.67353439
7,55.57111973,17.36957458
7,65.3064625,18.19735483
7,66.99074915,17.22287065
7,72.15671894,16.81427479
7,70.9805804,17.15575228
7,72.22208221,19.3692817
7,79.70015835,20.74021837
7,64.24916065,14.91396246
7,66.94329143,20.1891325
7,66.94167666,18.24350939
7,39.64826665,22.73136637
7,37.94978369,26.52174923
7,86.50439056,34.89402529
7,50.81548536,78.95083881
7,51.18346666,85.12885465
7,40.86385523,82.9261453
8,65.81554009,95.58837406
8,65.67226516,91.93340181
8,39.00271645,92.26183816
8,37.7953028,93.53245536
8,35.51390059,89.59919011
8,39.21945291,83.54348184
